scheduled,home.alias,scoring.home_points,away.alias,scoring.away_points,winner
2013-09-15 16:02:51,KC,17.0,DAL,16.0,KC
2013-09-15 17:02:44,IND,20.0,MIA,24.0,MIA
2013-09-15 17:02:47,PHI,30.0,SD,33.0,SD
2013-09-15 17:02:59,GB,38.0,WAS,20.0,GB
2013-09-15 17:03:01,ATL,31.0,STL,24.0,ATL
2013-09-15 17:03:03,BUF,24.0,CAR,23.0,BUF
2013-09-15 17:03:07,HOU,30.0,TEN,24.0,HOU
2013-09-15 17:03:21,CHI,31.0,MIN,30.0,CHI
2013-09-15 17:06:53,BAL,14.0,CLE,6.0,BAL
2013-09-15 20:05:39,ARI,25.0,DET,21.0,ARI
2013-09-15 20:05:54,TB,14.0,NO,16.0,NO
2013-09-15 20:25:44,NYG,23.0,DEN,41.0,DEN
2013-09-15 20:25:53,OAK,19.0,JAC,9.0,OAK
2013-09-16 00:30:45,SEA,29.0,SF,3.0,SEA
2013-09-17 00:41:11,CIN,20.0,PIT,10.0,CIN
2013-09-20 00:29:57,PHI,16.0,KC,26.0,KC
2013-09-22 17:02:47,DAL,31.0,STL,7.0,DAL
2013-09-22 17:03:00,MIN,27.0,CLE,31.0,CLE
2013-09-22 17:03:05,CIN,34.0,GB,30.0,CIN
2013-09-22 17:03:07,WAS,20.0,DET,27.0,DET
2013-09-22 17:03:24,NO,31.0,ARI,7.0,NO
2013-09-22 17:03:29,TEN,20.0,SD,17.0,TEN
2013-09-22 17:03:29,NE,23.0,TB,3.0,NE
2013-09-22 17:03:39,CAR,38.0,NYG,0.0,CAR
2013-09-22 17:03:43,BAL,30.0,HOU,9.0,BAL
2013-09-22 20:05:43,MIA,27.0,ATL,23.0,MIA
2013-09-22 20:25:44,SF,7.0,IND,27.0,IND
2013-09-22 20:25:50,SEA,45.0,JAC,17.0,SEA
2013-09-22 20:25:59,NYJ,27.0,BUF,20.0,NYJ
2013-09-23 00:31:04,PIT,23.0,CHI,40.0,CHI
2013-09-24 00:40:28,DEN,37.0,OAK,21.0,DEN
2013-09-27 00:29:27,STL,11.0,SF,35.0,SF
2013-09-29 16:02:41,KC,31.0,NYG,7.0,KC
2013-09-29 17:03:12,HOU,20.0,SEA,23.0,SEA
2013-09-29 17:03:13,DET,40.0,CHI,32.0,DET
2013-09-29 17:03:24,TB,10.0,ARI,13.0,ARI
2013-09-29 17:06:28,BUF,23.0,BAL,20.0,BUF
2013-09-29 17:06:48,CLE,17.0,CIN,6.0,CLE
2013-09-29 17:06:58,JAC,3.0,IND,37.0,IND
2013-09-29 17:07:01,MIN,34.0,PIT,27.0,MIN
2013-09-29 20:05:47,TEN,38.0,NYJ,13.0,TEN
2013-09-29 20:25:23,DEN,52.0,PHI,20.0,DEN
2013-09-29 20:25:41,SD,30.0,DAL,21.0,SD
2013-09-29 20:25:44,OAK,14.0,WAS,24.0,WAS
2013-09-30 00:30:50,ATL,23.0,NE,30.0,NE
2013-10-01 00:40:26,NO,38.0,MIA,17.0,NO
2013-10-04 00:29:38,CLE,37.0,BUF,24.0,CLE
2013-10-06 17:02:28,STL,34.0,JAC,20.0,STL
2013-10-06 17:02:37,CIN,13.0,NE,6.0,CIN
2013-10-06 17:02:47,NYG,21.0,PHI,36.0,PHI
2013-10-06 17:02:47,CHI,18.0,NO,26.0,NO
2013-10-06 17:02:48,MIA,23.0,BAL,26.0,BAL
2013-10-06 17:03:04,GB,22.0,DET,9.0,GB
2013-10-06 17:03:17,TEN,17.0,KC,26.0,KC
2013-10-06 17:03:27,IND,34.0,SEA,28.0,IND
2013-10-06 20:06:26,ARI,22.0,CAR,6.0,ARI
2013-10-06 20:25:46,DAL,48.0,DEN,51.0,DEN
2013-10-07 00:31:05,SF,34.0,HOU,3.0,SF
2013-10-07 03:35:26,OAK,27.0,SD,17.0,OAK
2013-10-08 00:40:29,ATL,28.0,NYJ,30.0,NYJ
2013-10-11 00:29:11,CHI,27.0,NYG,21.0,CHI
2013-10-13 17:02:48,NYJ,6.0,PIT,19.0,PIT
2013-10-13 17:02:53,KC,24.0,OAK,7.0,KC
2013-10-13 17:02:54,CLE,17.0,DET,31.0,DET
2013-10-13 17:02:59,BUF,24.0,CIN,27.0,CIN
2013-10-13 17:03:13,TB,20.0,PHI,31.0,PHI
2013-10-13 17:03:21,HOU,13.0,STL,38.0,STL
2013-10-13 17:03:23,MIN,10.0,CAR,35.0,CAR
2013-10-13 17:03:57,BAL,17.0,GB,19.0,GB
2013-10-13 20:05:41,SEA,20.0,TEN,13.0,SEA
2013-10-13 20:05:48,DEN,35.0,JAC,19.0,DEN
2013-10-13 20:25:17,SF,32.0,ARI,20.0,SF
2013-10-13 20:25:31,NE,30.0,NO,27.0,NE
2013-10-14 00:31:03,DAL,31.0,WAS,16.0,DAL
2013-10-15 00:41:20,SD,19.0,IND,9.0,SD
2013-10-18 00:29:32,ARI,22.0,SEA,34.0,SEA
2013-10-20 17:02:40,JAC,6.0,SD,24.0,SD
2013-10-20 17:02:45,MIA,21.0,BUF,23.0,BUF
2013-10-20 17:02:45,PHI,3.0,DAL,17.0,DAL
2013-10-20 17:02:51,ATL,31.0,TB,23.0,ATL
2013-10-20 17:02:58,DET,24.0,CIN,27.0,CIN
2013-10-20 17:03:24,WAS,45.0,CHI,41.0,WAS
2013-10-20 17:03:29,NYJ,30.0,NE,27.0,NYJ
2013-10-20 17:04:02,CAR,30.0,STL,15.0,CAR
2013-10-20 20:06:00,TEN,17.0,SF,31.0,SF
2013-10-20 20:25:46,PIT,19.0,BAL,16.0,PIT
2013-10-20 20:25:54,KC,17.0,HOU,16.0,KC
2013-10-21 00:31:24,IND,39.0,DEN,33.0,IND
2013-10-21 02:47:55,GB,31.0,CLE,13.0,GB
2013-10-22 00:40:45,NYG,23.0,MIN,7.0,NYG
2013-10-25 00:29:35,TB,13.0,CAR,31.0,CAR
2013-10-27 17:02:23,NO,35.0,BUF,17.0,NO
2013-10-27 17:02:43,KC,23.0,CLE,17.0,KC
2013-10-27 17:02:46,PHI,7.0,NYG,15.0,NYG
2013-10-27 17:02:47,NE,27.0,MIA,17.0,NE
2013-10-27 17:03:01,DET,31.0,DAL,30.0,DET
2013-10-27 17:06:48,JAC,10.0,SF,42.0,SF
2013-10-27 20:05:45,OAK,21.0,PIT,18.0,OAK
2013-10-27 20:06:00,CIN,49.0,NYJ,9.0,CIN
2013-10-27 20:25:34,ARI,27.0,ATL,13.0,ARI
2013-10-27 20:25:49,DEN,45.0,WAS,21.0,DEN
2013-10-28 00:30:51,MIN,31.0,GB,44.0,GB
2013-10-29 00:40:25,STL,9.0,SEA,14.0,SEA
2013-11-01 00:29:41,MIA,22.0,CIN,20.0,MIA
2013-11-03 18:02:33,BUF,13.0,KC,23.0,KC
2013-11-03 18:02:52,WAS,30.0,SD,24.0,WAS
2013-11-03 18:02:54,DAL,27.0,MIN,23.0,DAL
2013-11-03 18:03:43,CAR,34.0,ATL,10.0,CAR
2013-11-03 18:03:45,STL,21.0,TEN,28.0,TEN
2013-11-03 18:04:07,NYJ,26.0,NO,20.0,NYJ
2013-11-03 21:05:26,SEA,27.0,TB,24.0,SEA
2013-11-03 21:05:42,OAK,20.0,PHI,49.0,PHI
2013-11-03 21:25:55,NE,55.0,PIT,31.0,NE
2013-11-03 21:25:59,CLE,24.0,BAL,18.0,CLE
2013-11-04 01:30:49,HOU,24.0,IND,27.0,IND
2013-11-05 01:41:14,GB,20.0,CHI,27.0,CHI
2013-11-08 01:29:59,MIN,34.0,WAS,27.0,MIN
2013-11-10 18:02:37,TEN,27.0,JAC,29.0,JAC
2013-11-10 18:02:41,PIT,23.0,BUF,10.0,PIT
2013-11-10 18:03:03,CHI,19.0,DET,21.0,DET
2013-11-10 18:03:04,NYG,24.0,OAK,20.0,NYG
2013-11-10 18:03:07,IND,8.0,STL,38.0,STL
2013-11-10 18:03:25,BAL,20.0,CIN,17.0,BAL
2013-11-10 18:03:25,GB,13.0,PHI,27.0,PHI
2013-11-10 18:04:06,ATL,10.0,SEA,33.0,SEA
2013-11-10 21:05:23,SF,9.0,CAR,10.0,CAR
2013-11-10 21:26:00,ARI,27.0,HOU,24.0,ARI
2013-11-10 21:26:35,SD,20.0,DEN,28.0,DEN
2013-11-11 01:30:50,NO,49.0,DAL,17.0,NO
2013-11-12 01:40:59,TB,22.0,MIA,19.0,TB
2013-11-15 01:29:29,TEN,27.0,IND,30.0,IND
2013-11-17 18:02:32,BUF,37.0,NYJ,14.0,BUF
2013-11-17 18:02:34,CHI,23.0,BAL,20.0,CHI
2013-11-17 18:02:43,CIN,41.0,CLE,20.0,CIN
2013-11-17 18:03:01,PHI,24.0,WAS,16.0,PHI
2013-11-17 18:03:01,HOU,23.0,OAK,28.0,OAK
2013-11-17 18:03:14,PIT,37.0,DET,27.0,PIT
2013-11-17 18:03:37,TB,41.0,ATL,28.0,TB
2013-11-17 18:04:15,JAC,14.0,ARI,27.0,ARI
2013-11-17 21:05:40,MIA,20.0,SD,16.0,MIA
2013-11-17 21:25:28,NYG,27.0,GB,13.0,NYG
2013-11-17 21:25:37,NO,23.0,SF,20.0,NO
2013-11-17 21:26:15,SEA,41.0,MIN,20.0,SEA
2013-11-18 01:30:46,DEN,27.0,KC,17.0,DEN
2013-11-19 01:41:46,CAR,24.0,NE,20.0,CAR
2013-11-22 01:30:18,ATL,13.0,NO,17.0,NO
2013-11-24 18:02:41,HOU,6.0,JAC,13.0,JAC
2013-11-24 18:02:43,KC,38.0,SD,41.0,SD
2013-11-24 18:03:12,BAL,19.0,NYJ,3.0,BAL
2013-11-24 18:03:14,GB,26.0,MIN,26.0,MIN
2013-11-24 18:03:14,MIA,16.0,CAR,20.0,CAR
2013-11-24 18:03:26,CLE,11.0,PIT,27.0,PIT
2013-11-24 18:03:31,STL,42.0,CHI,21.0,STL
2013-11-24 18:03:46,DET,21.0,TB,24.0,TB
2013-11-24 21:05:24,ARI,40.0,IND,11.0,ARI
2013-11-24 21:05:56,OAK,19.0,TEN,23.0,TEN
2013-11-24 21:25:24,NYG,21.0,DAL,24.0,DAL
2013-11-25 01:31:04,NE,34.0,DEN,31.0,NE
2013-11-26 01:40:41,WAS,6.0,SF,27.0,SF
2013-11-28 17:36:33,DET,40.0,GB,10.0,DET
2013-11-28 21:31:34,DAL,31.0,OAK,24.0,DAL
2013-11-29 01:32:03,BAL,22.0,PIT,20.0,BAL
2013-12-01 18:02:00,CLE,28.0,JAC,32.0,JAC
2013-12-01 18:02:33,PHI,24.0,ARI,21.0,PHI
2013-12-01 18:02:36,HOU,31.0,NE,34.0,NE
2013-12-01 18:02:52,IND,22.0,TEN,14.0,IND
2013-12-01 18:02:57,NYJ,3.0,MIA,23.0,MIA
2013-12-01 18:03:05,MIN,23.0,CHI,20.0,MIN
2013-12-01 18:04:13,CAR,27.0,TB,6.0,CAR
2013-12-01 21:05:51,SF,23.0,STL,13.0,SF
2013-12-01 21:05:57,BUF,31.0,ATL,34.0,ATL
2013-12-01 21:25:43,SD,10.0,CIN,17.0,CIN
2013-12-01 21:25:51,KC,28.0,DEN,35.0,DEN
2013-12-02 01:30:55,WAS,17.0,NYG,24.0,NYG
2013-12-03 01:41:00,SEA,34.0,NO,7.0,SEA
2013-12-06 01:29:27,JAC,27.0,HOU,20.0,JAC
2013-12-08 18:02:28,CIN,42.0,IND,28.0,CIN
2013-12-08 18:02:29,PIT,28.0,MIA,34.0,MIA
2013-12-08 18:02:37,NYJ,37.0,OAK,27.0,NYJ
2013-12-08 18:02:41,TB,27.0,BUF,6.0,TB
2013-12-08 18:02:54,WAS,10.0,KC,45.0,KC
2013-12-08 18:03:00,NE,27.0,CLE,26.0,NE
2013-12-08 18:03:16,GB,22.0,ATL,21.0,GB
2013-12-08 18:04:00,PHI,34.0,DET,20.0,PHI
2013-12-08 18:04:05,BAL,29.0,MIN,26.0,BAL
2013-12-08 21:05:34,DEN,51.0,TEN,28.0,DEN
2013-12-08 21:25:45,SD,37.0,NYG,14.0,SD
2013-12-08 21:26:00,SF,19.0,SEA,17.0,SF
2013-12-08 21:26:43,ARI,30.0,STL,10.0,ARI
2013-12-09 01:30:45,NO,31.0,CAR,13.0,NO
2013-12-10 01:40:51,CHI,45.0,DAL,28.0,CHI
2013-12-13 01:29:30,DEN,20.0,SD,27.0,SD
2013-12-15 18:02:33,MIN,48.0,PHI,30.0,MIN
2013-12-15 18:02:42,IND,25.0,HOU,3.0,IND
2013-12-15 18:02:44,MIA,24.0,NE,20.0,MIA
2013-12-15 18:02:48,JAC,20.0,BUF,27.0,BUF
2013-12-15 18:02:54,TB,14.0,SF,33.0,SF
2013-12-15 18:03:02,CLE,31.0,CHI,38.0,CHI
2013-12-15 18:03:09,ATL,27.0,WAS,26.0,ATL
2013-12-15 18:03:11,NYG,0.0,SEA,23.0,SEA
2013-12-15 21:05:34,OAK,31.0,KC,56.0,KC
2013-12-15 21:06:14,CAR,30.0,NYJ,20.0,CAR
2013-12-15 21:25:25,DAL,36.0,GB,37.0,GB
2013-12-15 21:25:40,STL,27.0,NO,16.0,STL
2013-12-15 21:25:52,TEN,34.0,ARI,37.0,ARI
2013-12-16 01:31:14,PIT,30.0,CIN,20.0,PIT
2013-12-17 01:40:34,DET,16.0,BAL,18.0,BAL
2013-12-22 18:02:20,BUF,19.0,MIA,0.0,BUF
2013-12-22 18:02:36,HOU,13.0,DEN,37.0,DEN
2013-12-22 18:02:41,KC,7.0,IND,23.0,IND
2013-12-22 18:02:49,JAC,16.0,TEN,20.0,TEN
2013-12-22 18:02:49,CIN,42.0,MIN,14.0,CIN
2013-12-22 18:02:52,NYJ,24.0,CLE,13.0,NYJ
2013-12-22 18:02:58,WAS,23.0,DAL,24.0,DAL
2013-12-22 18:03:18,STL,23.0,TB,13.0,STL
2013-12-22 18:05:14,CAR,17.0,NO,13.0,CAR
2013-12-22 21:05:25,DET,20.0,NYG,23.0,NYG
2013-12-22 21:05:49,SEA,10.0,ARI,17.0,ARI
2013-12-22 21:25:26,SD,26.0,OAK,13.0,SD
2013-12-22 21:26:01,GB,31.0,PIT,38.0,PIT
2013-12-22 21:26:30,BAL,7.0,NE,41.0,NE
2013-12-23 01:30:54,PHI,54.0,CHI,11.0,PHI
2013-12-24 01:40:59,SF,34.0,ATL,24.0,SF
2013-12-29 18:02:22,TEN,16.0,HOU,10.0,TEN
2013-12-29 18:02:29,PIT,20.0,CLE,7.0,PIT
2013-12-29 18:02:40,CIN,34.0,BAL,17.0,CIN
2013-12-29 18:02:45,MIA,7.0,NYJ,20.0,NYJ
2013-12-29 18:02:50,IND,30.0,JAC,10.0,IND
2013-12-29 18:02:58,MIN,14.0,DET,13.0,MIN
2013-12-29 18:02:59,ATL,20.0,CAR,21.0,CAR
2013-12-29 18:03:01,NYG,20.0,WAS,6.0,NYG
2013-12-29 21:25:25,NO,42.0,TB,17.0,NO
2013-12-29 21:25:26,ARI,20.0,SF,23.0,SF
2013-12-29 21:25:29,CHI,28.0,GB,33.0,GB
2013-12-29 21:25:36,NE,34.0,BUF,20.0,NE
2013-12-29 21:25:57,OAK,14.0,DEN,34.0,DEN
2013-12-29 21:26:00,SEA,27.0,STL,9.0,SEA
2013-12-29 21:32:39,SD,27.0,KC,24.0,SD
2013-12-30 01:30:52,DAL,22.0,PHI,24.0,PHI
2014-09-05 00:41:33,SEA,36.0,GB,16.0,SEA
2014-09-07 17:02:32,PIT,30.0,CLE,27.0,PIT
2014-09-07 17:02:36,PHI,34.0,JAC,17.0,PHI
2014-09-07 17:02:52,KC,10.0,TEN,26.0,TEN
2014-09-07 17:02:54,NYJ,19.0,OAK,14.0,NYJ
2014-09-07 17:03:20,STL,6.0,MIN,34.0,MIN
2014-09-07 17:03:22,CHI,20.0,BUF,23.0,BUF
2014-09-07 17:03:23,MIA,33.0,NE,20.0,MIA
2014-09-07 17:03:23,ATL,37.0,NO,34.0,ATL
2014-09-07 17:03:25,HOU,17.0,WAS,6.0,HOU
2014-09-07 17:04:04,BAL,16.0,CIN,23.0,CIN
2014-09-07 20:25:31,DAL,17.0,SF,28.0,SF
2014-09-07 20:25:59,TB,14.0,CAR,20.0,CAR
2014-09-08 00:30:36,DEN,31.0,IND,24.0,DEN
2014-09-08 23:11:21,DET,35.0,NYG,14.0,DET
2014-09-09 02:21:13,ARI,18.0,SD,17.0,ARI
2014-09-12 00:29:38,BAL,26.0,PIT,6.0,BAL
2014-09-14 17:03:38,TEN,10.0,DAL,26.0,DAL
2014-09-14 17:03:42,CLE,26.0,NO,24.0,CLE
2014-09-14 17:04:09,NYG,14.0,ARI,25.0,ARI
2014-09-14 17:04:54,CAR,24.0,DET,7.0,CAR
2014-09-14 17:05:25,MIN,7.0,NE,30.0,NE
2014-09-14 17:05:34,WAS,41.0,JAC,10.0,WAS
2014-09-14 17:05:39,CIN,24.0,ATL,10.0,CIN
2014-09-14 17:05:47,BUF,29.0,MIA,10.0,BUF
2014-09-14 20:05:27,TB,17.0,STL,19.0,STL
2014-09-14 20:05:42,SD,30.0,SEA,21.0,SD
2014-09-14 20:25:25,DEN,24.0,KC,17.0,DEN
2014-09-14 20:25:44,GB,31.0,NYJ,24.0,GB
2014-09-14 20:25:56,OAK,14.0,HOU,30.0,HOU
2014-09-15 00:31:28,SF,20.0,CHI,28.0,CHI
2014-09-16 00:31:29,IND,27.0,PHI,30.0,PHI
2014-09-19 00:26:18,ATL,56.0,TB,14.0,ATL
2014-09-21 17:02:00,CLE,21.0,BAL,23.0,BAL
2014-09-21 17:02:30,STL,31.0,DAL,34.0,DAL
2014-09-21 17:02:33,PHI,37.0,WAS,34.0,PHI
2014-09-21 17:02:35,BUF,10.0,SD,22.0,SD
2014-09-21 17:02:35,DET,19.0,GB,7.0,DET
2014-09-21 17:02:36,NYG,30.0,HOU,17.0,NYG
2014-09-21 17:02:41,NE,16.0,OAK,9.0,NE
2014-09-21 17:02:45,CIN,33.0,TEN,7.0,CIN
2014-09-21 17:02:49,JAC,17.0,IND,44.0,IND
2014-09-21 17:03:56,NO,20.0,MIN,9.0,NO
2014-09-21 20:05:47,ARI,23.0,SF,14.0,ARI
2014-09-21 20:25:28,SEA,26.0,DEN,20.0,SEA
2014-09-21 20:25:42,MIA,15.0,KC,34.0,KC
2014-09-22 00:31:45,CAR,19.0,PIT,37.0,PIT
2014-09-23 00:30:46,NYJ,19.0,CHI,27.0,CHI
2014-09-26 00:26:23,WAS,14.0,NYG,45.0,NYG
2014-09-28 17:02:20,HOU,23.0,BUF,17.0,HOU
2014-09-28 17:02:35,CHI,17.0,GB,38.0,GB
2014-09-28 17:02:45,NYJ,17.0,DET,24.0,DET
2014-09-28 17:03:00,IND,41.0,TEN,17.0,IND
2014-09-28 17:03:16,PIT,24.0,TB,27.0,TB
2014-09-28 17:04:01,BAL,38.0,CAR,10.0,BAL
2014-09-28 17:07:16,OAK,14.0,MIA,38.0,MIA
2014-09-28 20:05:35,SD,33.0,JAC,14.0,SD
2014-09-28 20:25:43,SF,26.0,PHI,21.0,SF
2014-09-28 20:25:54,MIN,41.0,ATL,28.0,MIN
2014-09-29 00:31:07,DAL,38.0,NO,17.0,DAL
2014-09-30 00:30:54,KC,41.0,NE,14.0,KC
2014-10-03 00:26:26,GB,42.0,MIN,10.0,GB
2014-10-05 17:02:27,DAL,20.0,HOU,17.0,DAL
2014-10-05 17:02:28,PHI,34.0,STL,28.0,PHI
2014-10-05 17:02:43,TEN,28.0,CLE,29.0,CLE
2014-10-05 17:02:51,JAC,9.0,PIT,17.0,PIT
2014-10-05 17:03:03,IND,20.0,BAL,13.0,IND
2014-10-05 17:03:18,DET,14.0,BUF,17.0,BUF
2014-10-05 17:03:22,CAR,31.0,CHI,24.0,CAR
2014-10-05 17:03:23,NYG,30.0,ATL,20.0,NYG
2014-10-05 17:03:24,NO,37.0,TB,31.0,NO
2014-10-05 20:05:39,DEN,41.0,ARI,20.0,DEN
2014-10-05 20:25:40,SF,22.0,KC,17.0,SF
2014-10-05 20:25:47,SD,31.0,NYJ,0.0,SD
2014-10-06 00:31:03,NE,43.0,CIN,17.0,NE
2014-10-07 00:30:39,WAS,17.0,SEA,27.0,SEA
2014-10-10 00:26:08,HOU,28.0,IND,33.0,IND
2014-10-12 17:02:26,NYJ,17.0,DEN,31.0,DEN
2014-10-12 17:02:32,TEN,16.0,JAC,14.0,TEN
2014-10-12 17:02:37,CLE,31.0,PIT,10.0,CLE
2014-10-12 17:02:41,MIN,3.0,DET,17.0,DET
2014-10-12 17:02:41,TB,17.0,BAL,48.0,BAL
2014-10-12 17:02:46,BUF,22.0,NE,37.0,NE
2014-10-12 17:02:53,MIA,24.0,GB,27.0,GB
2014-10-12 17:03:10,CIN,37.0,CAR,37.0,CAR
2014-10-12 20:06:05,OAK,28.0,SD,31.0,SD
2014-10-12 20:25:35,ATL,13.0,CHI,27.0,CHI
2014-10-12 20:25:35,SEA,23.0,DAL,30.0,DAL
2014-10-12 20:25:49,ARI,30.0,WAS,20.0,ARI
2014-10-13 00:30:48,PHI,27.0,NYG,0.0,PHI
2014-10-14 00:30:46,STL,17.0,SF,31.0,SF
2014-10-17 00:26:16,NE,27.0,NYJ,25.0,NE
2014-10-19 17:02:38,WAS,19.0,TEN,17.0,WAS
2014-10-19 17:02:39,CHI,14.0,MIA,27.0,MIA
2014-10-19 17:02:50,GB,38.0,CAR,17.0,GB
2014-10-19 17:02:55,DET,24.0,NO,23.0,DET
2014-10-19 17:02:56,IND,27.0,CIN,0.0,IND
2014-10-19 17:02:57,STL,28.0,SEA,26.0,STL
2014-10-19 17:02:58,BUF,17.0,MIN,16.0,BUF
2014-10-19 17:03:07,JAC,24.0,CLE,6.0,JAC
2014-10-19 20:05:33,SD,20.0,KC,23.0,KC
2014-10-19 20:25:28,OAK,13.0,ARI,24.0,ARI
2014-10-19 20:25:28,DAL,31.0,NYG,21.0,DAL
2014-10-20 00:30:35,DEN,42.0,SF,17.0,DEN
2014-10-20 04:13:04,BAL,29.0,ATL,7.0,BAL
2014-10-21 00:30:25,PIT,30.0,HOU,23.0,PIT
2014-10-24 00:26:22,DEN,35.0,SD,21.0,DEN
2014-10-26 13:37:28,ATL,21.0,DET,22.0,DET
2014-10-26 17:02:36,NYJ,23.0,BUF,43.0,BUF
2014-10-26 17:02:41,NE,51.0,CHI,23.0,NE
2014-10-26 17:02:43,CIN,27.0,BAL,24.0,CIN
2014-10-26 17:02:46,JAC,13.0,MIA,27.0,MIA
2014-10-26 17:02:47,CAR,9.0,SEA,13.0,SEA
2014-10-26 17:03:00,TEN,16.0,HOU,30.0,HOU
2014-10-26 17:03:00,TB,13.0,MIN,19.0,MIN
2014-10-26 17:03:34,KC,34.0,STL,7.0,KC
2014-10-26 20:05:33,ARI,24.0,PHI,20.0,ARI
2014-10-26 20:25:27,PIT,51.0,IND,34.0,PIT
2014-10-26 20:25:37,CLE,23.0,OAK,13.0,CLE
2014-10-27 00:30:38,NO,44.0,GB,23.0,NO
2014-10-28 00:30:29,DAL,17.0,WAS,20.0,WAS
2014-10-31 00:26:35,CAR,10.0,NO,28.0,NO
2014-11-02 18:02:31,HOU,21.0,PHI,31.0,PHI
2014-11-02 18:02:35,CLE,22.0,TB,17.0,CLE
2014-11-02 18:02:43,MIA,37.0,SD,0.0,MIA
2014-11-02 18:02:48,CIN,33.0,JAC,23.0,CIN
2014-11-02 18:03:02,MIN,29.0,WAS,26.0,MIN
2014-11-02 18:03:18,KC,24.0,NYJ,10.0,KC
2014-11-02 18:04:24,DAL,17.0,ARI,28.0,ARI
2014-11-02 21:05:48,SF,10.0,STL,13.0,STL
2014-11-02 21:25:21,NE,43.0,DEN,21.0,NE
2014-11-02 21:25:40,SEA,30.0,OAK,24.0,SEA
2014-11-03 01:30:55,PIT,43.0,BAL,23.0,PIT
2014-11-04 01:30:59,NYG,24.0,IND,40.0,IND
2014-11-07 01:29:40,CIN,3.0,CLE,24.0,CLE
2014-11-09 18:02:38,NYJ,20.0,PIT,13.0,NYJ
2014-11-09 18:02:44,DET,20.0,MIA,16.0,DET
2014-11-09 18:02:50,BUF,13.0,KC,17.0,KC
2014-11-09 18:03:10,BAL,21.0,TEN,7.0,BAL
2014-11-09 18:03:33,NO,24.0,SF,27.0,SF
2014-11-09 18:04:05,TB,17.0,ATL,27.0,ATL
2014-11-09 18:06:30,JAC,17.0,DAL,31.0,DAL
2014-11-09 21:05:26,OAK,17.0,DEN,41.0,DEN
2014-11-09 21:25:40,SEA,38.0,NYG,17.0,SEA
2014-11-09 21:25:57,ARI,31.0,STL,14.0,ARI
2014-11-10 01:31:16,GB,55.0,CHI,14.0,GB
2014-11-11 01:31:04,PHI,45.0,CAR,21.0,PHI
2014-11-14 01:26:45,MIA,22.0,BUF,9.0,MIA
2014-11-16 18:02:37,STL,22.0,DEN,7.0,STL
2014-11-16 18:02:42,CLE,7.0,HOU,23.0,HOU
2014-11-16 18:02:45,CHI,21.0,MIN,13.0,CHI
2014-11-16 18:02:46,NO,10.0,CIN,27.0,CIN
2014-11-16 18:03:16,NYG,10.0,SF,16.0,SF
2014-11-16 18:03:34,WAS,7.0,TB,27.0,TB
2014-11-16 18:03:41,KC,24.0,SEA,20.0,KC
2014-11-16 18:04:38,CAR,17.0,ATL,19.0,ATL
2014-11-16 21:05:35,SD,13.0,OAK,6.0,SD
2014-11-16 21:25:05,GB,53.0,PHI,20.0,GB
2014-11-16 21:25:29,ARI,14.0,DET,6.0,ARI
2014-11-17 01:30:55,IND,20.0,NE,42.0,NE
2014-11-18 01:30:44,TEN,24.0,PIT,27.0,PIT
2014-11-21 01:26:33,OAK,24.0,KC,20.0,OAK
2014-11-23 18:02:36,IND,23.0,JAC,3.0,IND
2014-11-23 18:02:41,HOU,13.0,CIN,22.0,CIN
2014-11-23 18:02:42,PHI,43.0,TEN,24.0,PHI
2014-11-23 18:02:46,CHI,21.0,TB,13.0,CHI
2014-11-23 18:03:00,NE,34.0,DET,9.0,NE
2014-11-23 18:03:13,ATL,24.0,CLE,26.0,CLE
2014-11-23 18:03:16,MIN,21.0,GB,24.0,GB
2014-11-23 21:05:36,SD,27.0,STL,24.0,SD
2014-11-23 21:06:01,SEA,19.0,ARI,3.0,SEA
2014-11-23 21:25:21,DEN,39.0,MIA,36.0,DEN
2014-11-23 21:25:28,SF,17.0,WAS,13.0,SF
2014-11-24 01:30:55,NYG,28.0,DAL,31.0,DAL
2014-11-25 00:05:33,BUF,38.0,NYJ,3.0,BUF
2014-11-25 01:30:39,NO,27.0,BAL,34.0,BAL
2014-11-27 17:39:19,DET,34.0,CHI,17.0,DET
2014-11-27 21:35:59,DAL,10.0,PHI,33.0,PHI
2014-11-28 01:31:02,SF,3.0,SEA,19.0,SEA
2014-11-30 18:02:35,HOU,45.0,TEN,21.0,HOU
2014-11-30 18:02:39,BUF,26.0,CLE,10.0,BUF
2014-11-30 18:02:44,IND,49.0,WAS,27.0,IND
2014-11-30 18:02:44,BAL,33.0,SD,34.0,SD
2014-11-30 18:02:46,MIN,31.0,CAR,13.0,MIN
2014-11-30 18:02:46,TB,13.0,CIN,14.0,CIN
2014-11-30 18:03:00,JAC,25.0,NYG,24.0,JAC
2014-11-30 18:03:10,PIT,32.0,NO,35.0,NO
2014-11-30 18:03:12,STL,52.0,OAK,0.0,STL
2014-11-30 21:05:16,ATL,29.0,ARI,18.0,ATL
2014-11-30 21:25:31,GB,26.0,NE,21.0,GB
2014-12-01 01:31:33,KC,16.0,DEN,29.0,DEN
2014-12-02 01:31:01,NYJ,13.0,MIA,16.0,MIA
2014-12-05 01:26:25,CHI,28.0,DAL,41.0,DAL
2014-12-07 18:02:33,MIA,13.0,BAL,28.0,BAL
2014-12-07 18:02:43,MIN,30.0,NYJ,24.0,MIN
